,lat,lon,value
0,18.062499999999915,-73.64583333333334,5488.2134614302295
2,18.604166666666583,-73.77083333333334,2084.863989608327
3,18.604166666666583,-73.72916666666667,1880.864527559613
4,19.937499999999925,-72.85416666666649,42742.52409001108
5,19.937499999999925,-72.81249999999982,88413.28307389976
6,19.937499999999925,-72.77083333333314,40603.46196896026
7,19.895833333333258,-73.18749999999986,5945.0537588641955
8,19.895833333333258,-73.14583333333319,6525.803348879937
9,19.895833333333258,-73.10416666666652,5908.614753706862
10,19.895833333333258,-73.06249999999984,4775.897751764419
11,19.895833333333258,-73.02083333333317,4483.516110840307
12,19.895833333333258,-72.9791666666665,2851.028017233811
13,19.895833333333258,-72.93749999999983,2937.7529622863535
14,19.895833333333258,-72.89583333333316,3675.90250842417
15,19.895833333333258,-72.85416666666649,14428.874539573657
16,19.895833333333258,-72.81249999999982,55086.95655088405
17,19.895833333333258,-72.77083333333314,31723.927020891024
18,19.895833333333258,-72.72916666666647,44695.25102086525
19,19.895833333333258,-72.6874999999998,22200.804542366765
20,19.895833333333258,-72.64583333333313,8704.554900887226
21,19.85416666666659,-73.2708333333332,4250.279417979513
22,19.85416666666659,-73.22916666666653,8106.242234314239
23,19.85416666666659,-73.18749999999986,10593.147345992636
24,19.85416666666659,-73.14583333333319,7025.758711895057
25,19.85416666666659,-73.10416666666652,6336.625345140473
26,19.85416666666659,-73.06249999999984,5787.916817369981
27,19.85416666666659,-73.02083333333317,5243.301328877128
28,19.85416666666659,-72.9791666666665,3393.005505259342
29,19.85416666666659,-72.93749999999983,3068.3632875843387
30,19.85416666666659,-72.89583333333316,3469.142399730212
31,19.85416666666659,-72.85416666666649,7115.286796767788
32,19.85416666666659,-72.81249999999982,15036.959525835766
33,19.85416666666659,-72.77083333333314,11838.488983811323
34,19.85416666666659,-72.72916666666647,19855.64850893815
35,19.85416666666659,-72.6874999999998,18655.02741343362
36,19.85416666666659,-72.64583333333313,10340.053968231172
37,19.85416666666659,-72.60416666666646,13150.955338002354
38,19.85416666666659,-72.56249999999979,9518.62182699027
39,19.812499999999922,-73.35416666666654,1884.459971418638
40,19.812499999999922,-73.31249999999987,6389.181613102097
41,19.812499999999922,-73.2708333333332,13115.94610071035
42,19.812499999999922,-73.22916666666653,16685.257288129542
43,19.812499999999922,-73.18749999999986,15740.269501865605
44,19.812499999999922,-73.14583333333319,8368.079038853131
45,19.812499999999922,-73.10416666666652,6584.165207298701
46,19.812499999999922,-73.06249999999984,5769.131209034109
47,19.812499999999922,-73.02083333333317,6199.409848506724
48,19.812499999999922,-72.9791666666665,6000.383094873848
49,19.812499999999922,-72.93749999999983,4890.534671072182
50,19.812499999999922,-72.89583333333316,5031.88469321124
51,19.812499999999922,-72.85416666666649,4650.85745600496
52,19.812499999999922,-72.81249999999982,6727.168636860973
53,19.812499999999922,-72.77083333333314,5533.958270511057
54,19.812499999999922,-72.72916666666647,6609.10447181286
55,19.812499999999922,-72.6874999999998,8122.558710146792
56,19.812499999999922,-72.64583333333313,7626.376177176313
57,19.812499999999922,-72.60416666666646,9933.519548248436
58,19.812499999999922,-72.56249999999979,10227.780958342864
59,19.812499999999922,-72.52083333333312,9133.468522635778
60,19.812499999999922,-72.47916666666644,6476.018264558603
61,19.812499999999922,-72.43749999999977,5034.066546563628
64,19.770833333333254,-73.35416666666654,2763.137581400074
65,19.770833333333254,-73.31249999999987,5400.312473624601
66,19.770833333333254,-73.2708333333332,7211.525782770692
67,19.770833333333254,-73.22916666666653,13372.522363486454
68,19.770833333333254,-73.18749999999986,13311.43856667612
69,19.770833333333254,-73.14583333333319,10474.619985198684
70,19.770833333333254,-73.10416666666652,7469.999682263104
71,19.770833333333254,-73.06249999999984,5864.691310854481
72,19.770833333333254,-73.02083333333317,6511.530878224244
73,19.770833333333254,-72.9791666666665,7051.816896219617
74,19.770833333333254,-72.93749999999983,10322.83597541081
75,19.770833333333254,-72.89583333333316,17529.717918414528
76,19.770833333333254,-72.85416666666649,8375.816421703305
77,19.770833333333254,-72.81249999999982,4225.124579304184
78,19.770833333333254,-72.77083333333314,5328.257873127815
79,19.770833333333254,-72.72916666666647,6184.534417823613
80,19.770833333333254,-72.6874999999998,10849.963206435064
81,19.770833333333254,-72.64583333333313,11030.923714864315
82,19.770833333333254,-72.60416666666646,8179.072618929082
83,19.770833333333254,-72.56249999999979,10063.663052790389
84,19.770833333333254,-72.52083333333312,8727.607548989608
85,19.770833333333254,-72.47916666666644,7505.7801439035175
86,19.770833333333254,-72.43749999999977,22645.000401496953
87,19.770833333333254,-72.3958333333331,12131.299130874871
88,19.770833333333254,-72.35416666666643,4728.652368476166
89,19.770833333333254,-72.22916666666642,37209.69712871961
93,19.729166666666586,-73.31249999999987,3975.5435174063377
94,19.729166666666586,-73.2708333333332,1847.3120473580402
95,19.729166666666586,-73.22916666666653,2616.8852764920393
